CHR/ IB Item ID,Customer Name,Site Name,Customer location (Country),Project/ BAU,FEB Reference,Task Received Date,month,Task Accept Date,Request place date,Task close date,Date of Install,INSTALL TIME,CHR Value,Curr.,Converted to USD,Duration Hour,Additional hrs,quote received,Neeco- Basic,Neeco - addi,SGS-Basic,SGS - addi,NSC- Basic,Travel/cable /nuts,NSC - addi,Supplier,Basic Hrs,Additional hrs ,Curr. ,Basic saving,Cost optimization,Additional hrs  ,Final Charges,FE received Date- Vendor,FE details shared - Requestor,FE Name,FE Contact No.,Task Regarding,Requestor name,PO NO,Remarks,IN TIME,OUT TIME,closed,Quote ETA,"Request received, validated - Accepted/Rejected",Order placing to vendors,Expected ETA from vendor,Provide ETA & FE details to internal team,Closer Measurement,Task Acceptance,FE closure,quote received date,SVR Received date,PO Created date,CLOSURE STATUS
CHR001000044,Airtel Africa,Airtel Africa - UAE,UAE,Project,FEB7988845536,11/26/2024,Nov-2024,11/26/2024,11/26/2024,11/30/2024,11/30/2024,17:45,921.68,USD,921.68,7.5,2.8,11/26/2024,0.0,0.0,0.0,0.0,553.01,20.57,84.0,NSC,7.5,2.8,USD,24.71,24.71,2.8,896.97,11/26/2024,11/27/2024,Lin Xiaoming,+9 580 8245,FE detail Received,Rahul,4540643870,,17:45,23:45,11/30/2024,3,MET,MET,MET,MET,MET,Not Met,Not Met,11/26/2024,11/30/2024,11/26/2024,OPEN TASK
CHR001000045,Deutsche Telekom,Deutsche Telekom - UAE,UAE,Project,FEB3153356179,02/09/2024,Feb-2024,02/11/2024,02/11/2024,02/17/2024,02/13/2024,11:30,474.1,USD,474.1,4.4,0.4,02/11/2024,0.0,0.0,284.46,12.0,0.0,77.04,0.0,SGS,4.4,0.4,USD,135.75,135.75,0.4,338.35,02/11/2024,02/12/2024,Ismail Ahmed,+58 205 6626,FE detail Received,Rahul,4511318464,,11:30,15:30,02/17/2024,5,MET,MET,Not Met,Not Met,MET,Not Met,MET,02/11/2024,02/17/2024,02/11/2024,OPEN TASK
CHR001000046,Seven For All Mankind,Seven For All Mankind - Australia,Australia,BAU,FEB2431779064,07/05/2024,Jul-2024,07/06/2024,07/06/2024,07/14/2024,07/11/2024,12:30,918.52,USD,918.52,10.1,3.4,07/06/2024,0.0,0.0,0.0,0.0,551.11,50.79,102.0,NSC,10.1,3.4,USD,33.92,33.92,3.4,884.6,07/06/2024,07/07/2024,Kwame Mensah,+19 458 6082,FE detail Received,Rahul,4593748393,,12:30,22:30,07/14/2024,4,MET,Not Met,MET,MET,MET,Not Met,Not Met,07/06/2024,07/14/2024,07/06/2024,TASK CLOSE
CHR001000047,Ericsson,Ericsson - Indonesia,Indonesia,BAU,FEB3261436148,02/17/2024,Feb-2024,02/19/2024,02/19/2024,03/01/2024,02/26/2024,09:30,626.18,USD,626.18,9.6,3.5,02/19/2024,0.0,0.0,0.0,0.0,375.71,56.34,105.0,NSC,9.6,3.5,USD,6.88,6.88,3.5,619.3,02/19/2024,02/20/2024,Elena Ivanova,+99 732 3147,FE detail Received,Priya,4550562485,,09:30,18:30,03/01/2024,2,MET,Not Met,Not Met,Not Met,Not Met,MET,Not Met,02/19/2024,03/01/2024,02/19/2024,TASK CLOSE
CHR001000048,Cisco Systems,Cisco Systems - Germany,Germany,Project,FEB7560389844,07/05/2024,Jul-2024,07/07/2024,07/07/2024,07/14/2024,07/11/2024,11:30,535.14,USD,535.14,4.4,0.8,07/07/2024,0.0,0.0,321.08,24.0,0.0,77.64,0.0,SGS,4.4,0.8,USD,185.6,185.6,0.8,349.54,07/07/2024,07/08/2024,Lucas Silva,+26 920 3267,FE detail Received,Deepa,4533554863,,11:30,15:30,07/14/2024,1,MET,Not Met,MET,MET,Not Met,MET,MET,07/07/2024,07/14/2024,07/07/2024,TASK CLOSE
CHR001000049,Hilton Hotels,Hilton Hotels - India,India,BAU,FEB5645459980,03/23/2024,Mar-2024,03/24/2024,03/24/2024,04/05/2024,04/01/2024,16:30,1162.49,USD,1162.49,7.5,3.7,03/24/2024,0.0,0.0,0.0,0.0,697.49,25.72,111.0,NSC,7.5,3.7,USD,2.66,2.66,3.7,1159.83,03/24/2024,03/25/2024,Sarah Johnson,+41 201 6493,FE detail Received,Deepa,4519602406,,16:30,23:30,04/05/2024,2,MET,Not Met,MET,Not Met,MET,MET,Not Met,03/24/2024,04/05/2024,03/24/2024,TASK CLOSE
CHR001000050,Huawei,Huawei - USA,USA,Project,FEB1269754673,01/03/2024,Jan-2024,01/03/2024,01/03/2024,01/06/2024,01/04/2024,11:45,1158.16,USD,1158.16,8.2,2.6,01/03/2024,0.0,0.0,0.0,0.0,694.9,68.57,78.0,NSC,8.2,2.6,USD,6.09,6.09,2.6,1152.07,01/03/2024,01/04/2024,Nadia Benali,+64 711 9782,FE detail Received,Renuka,4584819556,,11:45,19:45,01/06/2024,5,MET,Not Met,MET,MET,Not Met,Not Met,MET,01/03/2024,01/06/2024,01/03/2024,TASK CLOSE
CHR001000051,Cisco Systems,Cisco Systems - Australia,Australia,Project,FEB5364727160,04/05/2024,Apr-2024,04/07/2024,04/07/2024,04/13/2024,04/09/2024,18:45,610.42,USD,610.42,9.8,1.1,04/07/2024,366.25,33.0,0.0,0.0,0.0,65.2,0.0,Neeco,9.8,1.1,USD,57.61,57.61,1.1,552.81,04/07/2024,04/08/2024,Yuki Tanaka,+45 346 2698,FE detail Received,Deepa,4578101741,,18:45,23:45,04/13/2024,3,MET,MET,MET,MET,MET,MET,Not Met,04/07/2024,04/13/2024,04/07/2024,TASK CLOSE
CHR001000052,Seven For All Mankind,Seven For All Mankind - USA,USA,BAU,FEB6523804237,03/10/2024,Mar-2024,03/10/2024,03/10/2024,03/18/2024,03/18/2024,12:00,639.63,USD,639.63,8.9,2.2,03/10/2024,0.0,0.0,0.0,0.0,383.78,70.35,66.0,NSC,8.9,2.2,USD,27.15,27.15,2.2,612.48,03/10/2024,03/11/2024,Nadia Benali,+7 986 6438,FE detail Received,Sonali,4516706752,,12:00,20:00,03/18/2024,3,MET,MET,MET,Not Met,Not Met,MET,Not Met,03/10/2024,03/18/2024,03/10/2024,CANCELLED
CHR001000053,Nokia Networks,Nokia Networks - USA,USA,Project,FEB7201539282,07/07/2024,Jul-2024,07/09/2024,07/09/2024,07/14/2024,07/14/2024,12:45,640.98,USD,640.98,8.4,1.2,07/09/2024,384.59,36.0,0.0,0.0,0.0,41.3,0.0,Neeco,8.4,1.2,USD,72.87,72.87,1.2,568.11,07/09/2024,07/10/2024,Ivan Petrov,+94 990 6776,FE detail Received,Priya,4558376726,,12:45,20:45,07/14/2024,3,MET,Not Met,MET,MET,MET,Not Met,MET,07/09/2024,07/14/2024,07/09/2024,TASK CLOSE
CHR001000054,Seven For All Mankind,Seven For All Mankind - Singapore,Singapore,Project,FEB6892752604,01/16/2024,Jan-2024,01/16/2024,01/16/2024,01/31/2024,01/26/2024,18:45,426.89,USD,426.89,8.7,1.1,01/16/2024,256.13,33.0,0.0,0.0,0.0,63.42,0.0,Neeco,8.7,1.1,USD,68.41,68.41,1.1,358.48,01/16/2024,01/17/2024,Fatima Al-Rashid,+74 240 9674,FE detail Received,Sonali,4553423225,,18:45,23:45,01/31/2024,3,MET,MET,MET,Not Met,MET,Not Met,MET,01/16/2024,01/31/2024,01/16/2024,TASK CLOSE
CHR001000055,Ericsson,Ericsson - UK,UK,Project,FEB8163317351,03/01/2024,Mar-2024,03/02/2024,03/02/2024,03/12/2024,03/07/2024,15:00,514.23,USD,514.23,6.7,3.0,03/02/2024,308.54,90.0,0.0,0.0,0.0,59.67,0.0,Neeco,6.7,3.0,USD,56.16,56.16,3.0,458.07,03/02/2024,03/03/2024,Ali Hassan,+71 655 5757,FE detail Received,Sonali,4521139996,,15:00,21:00,03/12/2024,2,Not Met,MET,MET,MET,MET,Not Met,MET,03/02/2024,03/12/2024,03/02/2024,OPEN TASK
CHR001000056,Vodafone Italia,Vodafone Italia - USA,USA,BAU,FEB5613503623,07/03/2024,Jul-2024,07/05/2024,07/05/2024,07/17/2024,07/15/2024,14:45,338.93,USD,338.93,3.9,1.0,07/05/2024,0.0,0.0,203.36,30.0,0.0,42.61,0.0,SGS,3.9,1.0,USD,121.8,121.8,1.0,217.13,07/05/2024,07/06/2024,Raj Kumar,+67 452 3102,FE detail Received,Deepa,4573994695,,14:45,17:45,07/17/2024,5,MET,Not Met,MET,Not Met,MET,Not Met,MET,07/05/2024,07/17/2024,07/05/2024,TASK CLOSE
CHR001000057,Seven For All Mankind,Seven For All Mankind - Singapore,Singapore,Project,FEB9991206531,06/04/2024,Jun-2024,06/04/2024,06/04/2024,06/09/2024,06/07/2024,12:15,584.24,USD,584.24,5.7,0.2,06/04/2024,0.0,0.0,350.54,6.0,0.0,54.87,0.0,SGS,5.7,0.2,USD,193.45,193.45,0.2,390.79,06/04/2024,06/05/2024,Ronald Yau,+76 694 3526,FE detail Received,Anandhy,4588413629,,12:15,17:15,06/09/2024,5,MET,MET,Not Met,MET,MET,MET,MET,06/04/2024,06/09/2024,06/04/2024,TASK CLOSE
CHR001000058,Huawei,Huawei - Germany,Germany,Project,FEB2947957237,05/15/2024,May-2024,05/17/2024,05/17/2024,05/25/2024,05/21/2024,18:45,449.41,USD,449.41,3.7,0.6,05/17/2024,0.0,0.0,269.65,18.0,0.0,58.2,0.0,SGS,3.7,0.6,USD,170.7,170.7,0.6,278.71,05/17/2024,05/18/2024,Ronald Yau,+21 550 7809,FE detail Received,Supriya,4562336371,,18:45,21:45,05/25/2024,2,MET,MET,Not Met,MET,Not Met,MET,MET,05/17/2024,05/25/2024,05/17/2024,TASK CLOSE
CHR001000059,Airtel Africa,Airtel Africa - Indonesia,Indonesia,Project,FEB5979337757,09/20/2024,Sep-2024,09/22/2024,09/22/2024,09/26/2024,09/24/2024,10:30,579.84,USD,579.84,5.5,1.2,09/22/2024,347.9,36.0,0.0,0.0,0.0,79.72,0.0,Neeco,5.5,1.2,USD,53.45,53.45,1.2,526.39,09/22/2024,09/23/2024,Carlos Mendez,+60 610 6055,FE detail Received,Supriya,4503110670,,10:30,15:30,09/26/2024,1,Not Met,MET,Not Met,MET,Not Met,MET,MET,09/22/2024,09/26/2024,09/22/2024,OPEN TASK
CHR001000060,Deutsche Telekom,Deutsche Telekom - Germany,Germany,Project,FEB7671041685,09/10/2024,Sep-2024,09/12/2024,09/12/2024,09/22/2024,09/20/2024,17:15,572.37,USD,572.37,7.2,2.7,09/12/2024,343.42,81.0,0.0,0.0,0.0,15.15,0.0,Neeco,7.2,2.7,USD,52.05,52.05,2.7,520.32,09/12/2024,09/13/2024,Joel Macharia,+65 561 5582,FE detail Received,Deepa,4583650068,,17:15,23:15,09/22/2024,5,MET,Not Met,MET,Not Met,Not Met,Not Met,Not Met,09/12/2024,09/22/2024,09/12/2024,TASK CLOSE
CHR001000061,Seven For All Mankind,Seven For All Mankind - UAE,UAE,BAU,FEB8913915028,04/11/2024,Apr-2024,04/13/2024,04/13/2024,04/25/2024,04/22/2024,13:30,454.81,USD,454.81,7.0,1.1,04/13/2024,272.89,33.0,0.0,0.0,0.0,51.56,0.0,Neeco,7.0,1.1,USD,61.24,61.24,1.1,393.57,04/13/2024,04/14/2024,Ali Hassan,+65 948 9351,FE detail Received,Priya,4565746104,,13:30,20:30,04/25/2024,5,MET,Not Met,MET,MET,MET,MET,MET,04/13/2024,04/25/2024,04/13/2024,TASK CLOSE
CHR001000062,Vodafone Italia,Vodafone Italia - India,India,BAU,FEB9725528903,11/01/2024,Nov-2024,11/02/2024,11/02/2024,11/12/2024,11/07/2024,14:15,631.05,USD,631.05,8.7,2.6,11/02/2024,378.63,78.0,0.0,0.0,0.0,76.37,0.0,Neeco,8.7,2.6,USD,69.58,69.58,2.6,561.47,11/02/2024,11/03/2024,Ngozi Adeyemi,+15 295 1310,FE detail Received,Supriya,4542103092,,14:15,22:15,11/12/2024,4,MET,MET,MET,Not Met,MET,Not Met,MET,11/02/2024,11/12/2024,11/02/2024,TASK CLOSE
CHR001000063,Ericsson,Ericsson - Indonesia,Indonesia,Project,FEB6353758928,04/16/2024,Apr-2024,04/18/2024,04/18/2024,04/29/2024,04/24/2024,18:30,782.67,USD,782.67,6.9,1.8,04/18/2024,469.6,54.0,0.0,0.0,0.0,49.07,0.0,Neeco,6.9,1.8,USD,89.41,89.41,1.8,693.26,04/18/2024,04/19/2024,Joel Macharia,+29 404 5735,FE detail Received,Rahul,4527820354,,18:30,23:30,04/29/2024,4,MET,MET,Not Met,Not Met,MET,MET,MET,04/18/2024,04/29/2024,04/18/2024,OPEN TASK
CHR001000064,Huawei,Huawei - Kenya,Kenya,BAU,FEB7608141858,12/12/2024,Dec-2024,12/14/2024,12/14/2024,12/24/2024,12/21/2024,12:45,721.85,USD,721.85,8.9,2.9,12/14/2024,433.11,87.0,0.0,0.0,0.0,75.31,0.0,Neeco,8.9,2.9,USD,55.39,55.39,2.9,666.46,12/14/2024,12/15/2024,Amir Khan,+90 378 3249,FE detail Received,Renuka,4582634772,,12:45,20:45,12/24/2024,5,MET,MET,Not Met,MET,Not Met,MET,MET,12/14/2024,12/24/2024,12/14/2024,TASK CLOSE
CHR001000065,Cisco Systems,Cisco Systems - Kenya,Kenya,Project,FEB6674372082,06/18/2024,Jun-2024,06/20/2024,06/20/2024,06/28/2024,06/28/2024,18:15,589.36,USD,589.36,4.7,0.1,06/20/2024,0.0,0.0,353.62,3.0,0.0,55.21,0.0,SGS,4.7,0.1,USD,121.35,121.35,0.1,468.01,06/20/2024,06/21/2024,Ismail Ahmed,+99 191 4804,FE detail Received,Priya,4599144826,,18:15,22:15,06/28/2024,1,Not Met,MET,Not Met,MET,MET,Not Met,MET,06/20/2024,06/28/2024,06/20/2024,OPEN TASK
CHR001000066,Seven For All Mankind,Seven For All Mankind - USA,USA,Project,FEB5778781449,05/28/2024,May-2024,05/28/2024,05/28/2024,05/31/2024,05/29/2024,16:45,594.9,USD,594.9,4.3,0.1,05/28/2024,0.0,0.0,356.94,3.0,0.0,21.37,0.0,SGS,4.3,0.1,USD,190.78,190.78,0.1,404.12,05/28/2024,05/29/2024,Omar Hassan,+59 763 5215,FE detail Received,Rahul,4524991216,,16:45,20:45,05/31/2024,1,MET,Not Met,MET,Not Met,MET,MET,Not Met,05/28/2024,05/31/2024,05/28/2024,TASK CLOSE
CHR001000067,Cisco Systems,Cisco Systems - UK,UK,BAU,FEB2014911848,09/20/2024,Sep-2024,09/21/2024,09/21/2024,09/26/2024,09/23/2024,13:30,342.18,USD,342.18,4.7,0.2,09/21/2024,0.0,0.0,205.31,6.0,0.0,56.75,0.0,SGS,4.7,0.2,USD,163.06,163.06,0.2,179.12,09/21/2024,09/22/2024,James Osei,+60 414 3616,FE detail Received,Supriya,4592083242,,13:30,17:30,09/26/2024,5,Not Met,Not Met,Not Met,MET,MET,MET,MET,09/21/2024,09/26/2024,09/21/2024,TASK CLOSE
CHR001000068,Huawei,Huawei - UAE,UAE,BAU,FEB7552001193,04/23/2024,Apr-2024,04/23/2024,04/23/2024,04/29/2024,04/26/2024,11:15,924.02,USD,924.02,7.5,5.0,04/23/2024,0.0,0.0,0.0,0.0,554.41,46.97,150.0,NSC,7.5,5.0,USD,33.2,33.2,5.0,890.82,04/23/2024,04/24/2024,Amara Diallo,+47 179 2838,FE detail Received,Renuka,4573504237,,11:15,18:15,04/29/2024,5,MET,MET,MET,Not Met,Not Met,MET,Not Met,04/23/2024,04/29/2024,04/23/2024,OPEN TASK
CHR001000069,Huawei,Huawei - China,China,BAU,FEB4203205881,09/07/2024,Sep-2024,09/07/2024,09/07/2024,09/19/2024,09/16/2024,14:30,605.3,USD,605.3,8.9,1.9,09/07/2024,363.18,57.0,0.0,0.0,0.0,50.48,0.0,Neeco,8.9,1.9,USD,77.86,77.86,1.9,527.44,09/07/2024,09/08/2024,Maria Santos,+6 533 6644,FE detail Received,Rahul,4508557710,,14:30,22:30,09/19/2024,5,Not Met,Not Met,MET,Not Met,MET,MET,MET,09/07/2024,09/19/2024,09/07/2024,OPEN TASK
CHR001000070,Seven For All Mankind,Seven For All Mankind - UK,UK,BAU,FEB7602474923,03/10/2024,Mar-2024,03/12/2024,03/12/2024,03/21/2024,03/19/2024,18:30,560.89,USD,560.89,6.0,0.4,03/12/2024,0.0,0.0,336.53,12.0,0.0,47.02,0.0,SGS,6.0,0.4,USD,130.9,130.9,0.4,429.99,03/12/2024,03/13/2024,Chen Wei,+94 328 1056,FE detail Received,Deepa,4503051483,,18:30,23:30,03/21/2024,3,MET,Not Met,MET,MET,MET,Not Met,MET,03/12/2024,03/21/2024,03/12/2024,TASK CLOSE
CHR001000071,Airtel Africa,Airtel Africa - USA,USA,Project,FEB1209063208,03/20/2024,Mar-2024,03/21/2024,03/21/2024,03/30/2024,03/25/2024,17:00,498.06,USD,498.06,5.1,0.0,03/21/2024,0.0,0.0,298.84,0.0,0.0,61.84,0.0,SGS,5.1,0.0,USD,60.09,60.09,0.0,437.97,03/21/2024,03/22/2024,Raj Kumar,+52 549 4839,FE detail Received,Priya,4529161379,,17:00,22:00,03/30/2024,1,MET,Not Met,MET,Not Met,Not Met,MET,Not Met,03/21/2024,03/30/2024,03/21/2024,TASK CLOSE
CHR001000072,Huawei,Huawei - Australia,Australia,Project,FEB7547518979,12/10/2024,Dec-2024,12/11/2024,12/11/2024,12/17/2024,12/15/2024,10:45,864.88,USD,864.88,14.8,5.9,12/11/2024,0.0,0.0,0.0,0.0,518.93,58.74,177.0,NSC,14.8,5.9,USD,36.76,36.76,5.9,828.12,12/11/2024,12/12/2024,Elena Ivanova,+53 252 5913,FE detail Received,Supriya,4524679818,,10:45,23:45,12/17/2024,5,MET,Not Met,MET,MET,Not Met,MET,MET,12/11/2024,12/17/2024,12/11/2024,OPEN TASK
CHR001000073,Cisco Systems,Cisco Systems - Singapore,Singapore,Project,FEB3589530484,08/01/2024,Aug-2024,08/03/2024,08/03/2024,08/13/2024,08/12/2024,08:30,532.11,USD,532.11,6.3,1.5,08/03/2024,319.27,45.0,0.0,0.0,0.0,71.15,0.0,Neeco,6.3,1.5,USD,86.35,86.35,1.5,445.76,08/03/2024,08/04/2024,Joel Macharia,+25 923 4555,FE detail Received,Supriya,4528036618,,08:30,14:30,08/13/2024,3,MET,Not Met,MET,MET,MET,MET,MET,08/03/2024,08/13/2024,08/03/2024,TASK CLOSE
CHR001000074,SGS S.A.,SGS S.A. - USA,USA,BAU,FEB8397709966,12/22/2024,Dec-2024,12/24/2024,12/24/2024,12/31/2024,12/28/2024,15:45,1042.86,USD,1042.86,15.2,4.2,12/24/2024,0.0,0.0,0.0,0.0,625.72,63.31,126.0,NSC,15.2,4.2,USD,25.64,25.64,4.2,1017.22,12/24/2024,12/25/2024,Sarah Johnson,+41 308 7073,FE detail Received,Sonali,4555556767,,15:45,23:45,12/31/2024,1,MET,MET,MET,MET,MET,MET,Not Met,12/24/2024,12/31/2024,12/24/2024,TASK CLOSE
CHR001000075,Deutsche Telekom,Deutsche Telekom - UK,UK,Project,FEB8709361138,03/19/2024,Mar-2024,03/19/2024,03/19/2024,03/26/2024,03/25/2024,18:45,849.51,USD,849.51,9.8,5.3,03/19/2024,0.0,0.0,0.0,0.0,509.71,21.85,159.0,NSC,9.8,5.3,USD,48.33,48.33,5.3,801.18,03/19/2024,03/20/2024,Rania Mostafa,+93 659 9000,FE detail Received,Anandhy,4572764376,,18:45,23:45,03/26/2024,1,MET,Not Met,MET,Not Met,MET,Not Met,Not Met,03/19/2024,03/26/2024,03/19/2024,OPEN TASK
CHR001000076,Seven For All Mankind,Seven For All Mankind - UK,UK,Project,FEB1050899550,11/18/2024,Nov-2024,11/18/2024,11/18/2024,11/25/2024,11/20/2024,08:00,436.8,USD,436.8,2.6,0.2,11/18/2024,0.0,0.0,262.08,6.0,0.0,47.06,0.0,SGS,2.6,0.2,USD,148.89,148.89,0.2,287.91,11/18/2024,11/19/2024,Ismail Ahmed,+36 648 5697,FE detail Received,Renuka,4567406294,,08:00,10:00,11/25/2024,4,Not Met,Not Met,MET,MET,Not Met,MET,MET,11/18/2024,11/25/2024,11/18/2024,OPEN TASK
CHR001000077,Huawei,Huawei - China,China,BAU,FEB7035624331,09/26/2024,Sep-2024,09/27/2024,09/27/2024,10/05/2024,10/03/2024,09:00,587.79,USD,587.79,5.2,0.1,09/27/2024,0.0,0.0,352.67,3.0,0.0,36.4,0.0,SGS,5.2,0.1,USD,174.21,174.21,0.1,413.58,09/27/2024,09/28/2024,Raj Kumar,+61 157 1154,FE detail Received,Rahul,4523002714,,09:00,14:00,10/05/2024,1,MET,MET,Not Met,MET,MET,MET,MET,09/27/2024,10/05/2024,09/27/2024,TASK CLOSE
CHR001000078,SGS S.A.,SGS S.A. - Germany,Germany,BAU,FEB5625411308,04/18/2024,Apr-2024,04/20/2024,04/20/2024,05/03/2024,04/30/2024,08:15,505.33,USD,505.33,3.1,0.9,04/20/2024,0.0,0.0,303.2,27.0,0.0,21.37,0.0,SGS,3.1,0.9,USD,177.56,177.56,0.9,327.77,04/20/2024,04/21/2024,Anna Kowalski,+31 680 7375,FE detail Received,Rahul,4572553061,,08:15,11:15,05/03/2024,3,MET,Not Met,Not Met,MET,MET,MET,MET,04/20/2024,05/03/2024,04/20/2024,TASK CLOSE
CHR001000079,Vodafone Italia,Vodafone Italia - UAE,UAE,Project,FEB6907413963,02/20/2024,Feb-2024,02/21/2024,02/21/2024,02/25/2024,02/25/2024,15:15,586.46,USD,586.46,3.4,0.8,02/21/2024,0.0,0.0,351.88,24.0,0.0,23.0,0.0,SGS,3.4,0.8,USD,198.89,198.89,0.8,387.57,02/21/2024,02/22/2024,Anna Kowalski,+75 776 7227,FE detail Received,Renuka,4583029219,,15:15,18:15,02/25/2024,3,Not Met,Not Met,MET,MET,MET,MET,MET,02/21/2024,02/25/2024,02/21/2024,TASK CLOSE
CHR001000080,Airtel Africa,Airtel Africa - UK,UK,BAU,FEB9989642546,07/03/2024,Jul-2024,07/03/2024,07/03/2024,07/05/2024,07/05/2024,09:00,1032.94,USD,1032.94,15.4,3.8,07/03/2024,0.0,0.0,0.0,0.0,619.76,51.86,114.0,NSC,15.4,3.8,USD,25.62,25.62,3.8,1007.32,07/03/2024,07/04/2024,Mohammed Al-Farsi,+42 984 7311,FE detail Received,Renuka,4539171088,,09:00,23:00,07/05/2024,4,MET,MET,Not Met,Not Met,Not Met,MET,MET,07/03/2024,07/05/2024,07/03/2024,OPEN TASK
CHR001000081,Seven For All Mankind,Seven For All Mankind - Singapore,Singapore,BAU,FEB2966500767,12/16/2024,Dec-2024,12/17/2024,12/17/2024,12/21/2024,12/20/2024,11:45,343.78,USD,343.78,3.1,0.3,12/17/2024,0.0,0.0,206.27,9.0,0.0,19.48,0.0,SGS,3.1,0.3,USD,104.17,104.17,0.3,239.61,12/17/2024,12/18/2024,James Osei,+1 505 6443,FE detail Received,Deepa,4583240786,,11:45,14:45,12/21/2024,4,Not Met,MET,MET,Not Met,MET,MET,MET,12/17/2024,12/21/2024,12/17/2024,TASK CLOSE
CHR001000082,Deutsche Telekom,Deutsche Telekom - Indonesia,Indonesia,Project,FEB2567729816,06/13/2024,Jun-2024,06/15/2024,06/15/2024,06/22/2024,06/19/2024,14:30,1178.11,USD,1178.11,9.1,5.9,06/15/2024,0.0,0.0,0.0,0.0,706.87,75.24,177.0,NSC,9.1,5.9,USD,12.12,12.12,5.9,1165.99,06/15/2024,06/16/2024,Rania Mostafa,+26 706 9939,FE detail Received,Anandhy,4591497920,,14:30,23:30,06/22/2024,5,MET,Not Met,Not Met,MET,Not Met,MET,Not Met,06/15/2024,06/22/2024,06/15/2024,OPEN TASK
CHR001000083,Nokia Networks,Nokia Networks - UK,UK,Project,FEB4927323476,03/12/2024,Mar-2024,03/14/2024,03/14/2024,03/20/2024,03/19/2024,14:00,569.25,USD,569.25,5.5,1.3,03/14/2024,341.55,39.0,0.0,0.0,0.0,17.66,0.0,Neeco,5.5,1.3,USD,62.75,62.75,1.3,506.5,03/14/2024,03/15/2024,Maria Santos,+32 773 6816,FE detail Received,Anandhy,4586838849,,14:00,19:00,03/20/2024,5,MET,Not Met,MET,MET,MET,MET,MET,03/14/2024,03/20/2024,03/14/2024,TASK CLOSE
CHR001000084,Vodafone Italia,Vodafone Italia - Kenya,Kenya,BAU,FEB3073486033,02/20/2024,Feb-2024,02/21/2024,02/21/2024,02/29/2024,02/25/2024,10:30,675.07,USD,675.07,8.5,2.1,02/21/2024,405.04,63.0,0.0,0.0,0.0,30.68,0.0,Neeco,8.5,2.1,USD,75.23,75.23,2.1,599.84,02/21/2024,02/22/2024,Carlos Mendez,+11 218 3321,FE detail Received,Sonali,4541861213,,10:30,18:30,02/29/2024,3,MET,MET,MET,MET,MET,MET,MET,02/21/2024,02/29/2024,02/21/2024,OPEN TASK
CHR001000085,Hilton Hotels,Hilton Hotels - UAE,UAE,Project,FEB1792214339,06/02/2024,Jun-2024,06/02/2024,06/02/2024,06/04/2024,06/04/2024,16:45,670.86,USD,670.86,9.1,2.3,06/02/2024,402.52,69.0,0.0,0.0,0.0,54.83,0.0,Neeco,9.1,2.3,USD,32.81,32.81,2.3,638.05,06/02/2024,06/03/2024,Sophie Martin,+56 505 1478,FE detail Received,Rahul,4582424037,,16:45,23:45,06/04/2024,2,MET,MET,MET,MET,MET,MET,Not Met,06/02/2024,06/04/2024,06/02/2024,TASK CLOSE
CHR001000086,Hilton Hotels,Hilton Hotels - Australia,Australia,Project,FEB8926438617,10/01/2024,Oct-2024,10/01/2024,10/01/2024,10/09/2024,10/07/2024,09:30,668.28,USD,668.28,5.2,1.2,10/01/2024,400.97,36.0,0.0,0.0,0.0,53.22,0.0,Neeco,5.2,1.2,USD,51.4,51.4,1.2,616.88,10/01/2024,10/02/2024,Maria Santos,+87 822 5873,FE detail Received,Priya,4579211057,,09:30,14:30,10/09/2024,1,MET,MET,MET,MET,MET,MET,Not Met,10/01/2024,10/09/2024,10/01/2024,TASK CLOSE
CHR001000087,Cisco Systems,Cisco Systems - Singapore,Singapore,Project,FEB8911266259,08/02/2024,Aug-2024,08/04/2024,08/04/2024,08/11/2024,08/07/2024,10:15,654.2,USD,654.2,6.3,1.4,08/04/2024,392.52,42.0,0.0,0.0,0.0,53.36,0.0,Neeco,6.3,1.4,USD,59.17,59.17,1.4,595.03,08/04/2024,08/05/2024,Ivan Petrov,+46 109 8939,FE detail Received,Anandhy,4526189702,,10:15,16:15,08/11/2024,4,Not Met,MET,MET,MET,Not Met,Not Met,MET,08/04/2024,08/11/2024,08/04/2024,TASK CLOSE
CHR001000088,Seven For All Mankind,Seven For All Mankind - USA,USA,Project,FEB8382963909,02/12/2024,Feb-2024,02/14/2024,02/14/2024,02/16/2024,02/15/2024,09:00,615.04,USD,615.04,5.8,1.5,02/14/2024,369.02,45.0,0.0,0.0,0.0,48.24,0.0,Neeco,5.8,1.5,USD,63.98,63.98,1.5,551.06,02/14/2024,02/15/2024,Sophie Martin,+55 204 5055,FE detail Received,Sonali,4504325890,,09:00,14:00,02/16/2024,4,MET,Not Met,MET,Not Met,Not Met,MET,MET,02/14/2024,02/16/2024,02/14/2024,OPEN TASK
CHR001000089,Huawei,Huawei - China,China,Project,FEB1408988968,12/18/2024,Dec-2024,12/19/2024,12/19/2024,01/03/2025,12/29/2024,10:30,535.45,USD,535.45,3.7,0.6,12/19/2024,0.0,0.0,321.27,18.0,0.0,77.39,0.0,SGS,3.7,0.6,USD,139.53,139.53,0.6,395.92,12/19/2024,12/20/2024,Raj Kumar,+53 160 5543,FE detail Received,Deepa,4588032908,,10:30,13:30,01/03/2025,2,MET,MET,MET,MET,MET,MET,MET,12/19/2024,01/03/2025,12/19/2024,TASK CLOSE
